one,two,three,four,key
0.467976300189,-0.0386485396255,-0.295344251987,-1.82472622729,L
-0.358893469543,1.40445260007,0.704964644926,-0.200638304015,B
-0.50184039929,0.659253707223,-0.421690619312,-0.0576883018364,G
0.204886212202,1.07413396504,1.38836131252,-0.982404023494,R
0.354627914484,-0.133115852296,0.283762637978,-0.837062961653,Q
1.81748001608,0.742272722638,0.419394843928,-2.25103520513,Q
-0.776764319165,0.935517747061,-0.332871759623,-1.87564085416,U
0.571034923177,-0.310537224251,0.582437274651,-0.2987651796,1
-0.248617847177,0.868706587235,-0.492226143765,-0.717959381922,W
-1.09154895394,-0.867110226119,-0.647760443099,-0.832561559975,C
0.641404300148,-0.138821578977,-0.621962804042,-0.284839425379,C
1.21640846838,0.99268666512,0.165161778012,-0.0696186082242,V
0.126266090531,0.309281375664,0.38281996138,-0.239199054993,L
1.33436047951,-0.100152166835,-0.840730552173,-0.643966598255,6
-0.737620017711,0.278087463151,-0.053235240431,-0.950971590734,J
1.04488953219,0.0807175385621,0.857885542829,-0.298381802517,J
0.0201440713103,1.10779156618,-0.559435335039,-0.481925210095,M
0.434220473424,-0.0798625386706,-0.422976747932,-0.0742721760915,I
0.762428447112,-0.648528798886,1.93651473707,-1.15966561312,J
0.124547711991,0.730791450242,-0.25752685093,-1.51125664924,G
-0.761490177447,1.10418191625,1.27060866366,-0.319284452382,O
-0.804975073037,0.559520138339,1.05223226496,-0.645574265818,F
0.35394105397,1.82996269805,0.398922026361,-1.52223131661,O
-0.0437649578253,-0.878445916853,1.52507535186,0.00822316479269,Q
-0.324507167079,1.85335063636,-2.26860910203,-0.355131709073,F
0.300486311556,-0.914367342324,-1.6046088239,-0.90545849944,P
-0.362382393314,0.708360644964,-0.388316739311,-2.32876299592,I
1.80974963809,0.592023139186,-0.146214836643,-0.113817691749,J
0.190562146781,-2.88635875932,0.514364781284,-2.2081180574,F
-0.11260915388,-2.64245701436,-0.487309941502,-0.220507107741,K
-1.39531912204,0.573474013814,-0.0133236905274,-1.30707048628,C
0.88317164615,0.490426984887,-0.799299286482,-0.699668792454,U
0.0636793444679,-0.995532083484,0.879547223724,-0.0124713077028,R
-0.373381111798,0.982861169257,-0.0375341446861,-1.33785580601,G
-0.908491526543,0.498234275772,-0.588843697186,-0.903956188452,8
-1.04983803109,2.45342509904,1.23008741443,-2.06850760711,K
2.02480808353,0.0322506496307,1.31529742078,-0.156432529592,S
2.40321605952,-1.79252836422,-0.917572680139,-0.88669297209,T
1.24997470755,1.49152996563,0.371475805897,-0.000464620420962,C
-0.101979890355,0.981720222277,1.10699018111,-1.75226932921,M
0.632107381338,-0.761419236427,1.42793044112,-0.0469283588887,F
1.00977860887,-0.608379336968,-1.40510505648,-1.17505405942,F
-0.0391054339894,-0.0695099824413,-1.35805194008,-0.292858620366,0
-0.345100573788,-0.179476870638,-0.904657664386,-0.0712867473108,T
-0.759495118894,0.225916245652,2.2358717609,-0.00448980823071,X
0.145697316417,0.805037295613,0.350361830434,-0.540234679436,O
2.48765369604,-0.147867121811,0.580688201183,-0.305696173077,S
0.38016591287,-0.592483279562,0.393693377794,-0.463216602736,M
0.190303261201,-0.425472860755,0.362347382137,-0.688710660785,U
0.256419161128,0.0826694187979,-2.30275824842,-0.446115220145,6
-1.15778132548,0.0936961784472,-0.765272815741,-0.724766824934,Q
-0.295462233706,-0.832817149695,1.49020373854,-0.420786204612,F
0.178699745816,-1.60883234776,2.1746148394,-1.35173849821,6
1.20218256712,0.179582552204,0.202061214889,-0.731213132128,F
1.76553544644,-0.951931579911,0.320146510176,-1.15934952511,Z
-1.2478849863,-0.725490485007,0.541997606469,-0.126572143755,W
1.81613255613,-0.393382465546,-1.21291011478,-0.317186597786,C
0.499882890819,-1.18363110139,-0.638619314755,-0.785336775967,Y
1.22849889391,1.25347911733,-0.221459415048,-0.0654131965162,H
1.01895127853,-0.423936860698,-1.72455343475,-0.823409084355,A
-0.169892938696,0.301071840312,1.40996063006,-0.516055941099,X
0.16107564162,-1.3149395378,-0.605192051164,-0.732212975124,S
-1.84206221975,0.0109146960347,-0.0132330195161,-0.29825942451,C
-0.190386389574,-0.184385010197,1.16329213344,-1.05989578865,Y
0.69311133934,0.815751494672,-2.38869472458,-0.201710174422,J
0.880939751586,-0.707391129783,-0.750939055668,-0.0423814584647,Y
-0.592837623954,-0.700117210885,0.831351965158,-1.15891084185,V
0.033606494896,-0.882900260313,-0.345729265059,-0.317833493034,C
-1.26295070974,-0.167273237609,1.45780742884,-0.37563609476,H
0.698212579575,-1.2635370225,0.0345888504173,-1.08271314806,U
-0.798004160565,-1.30179455306,-1.95685241187,-1.2841200757,H
1.52264922941,2.29139247927,1.5064450569,-0.448051016456,I
-0.569092884953,1.86005610394,-2.5526005446,-0.433538185597,8
-0.499492134991,0.91641467488,-1.04521512609,-0.50757820342,F
0.376336174588,0.764118507122,0.935520356664,-0.594284323631,E
-1.78187926997,-1.08540212875,-0.0523621760075,-1.07072106964,S
0.895674400067,1.2217782908,0.354943949672,-2.72080073957,D
0.178964296545,-1.24036038336,0.216703259507,-0.931038265768,N
0.469285344255,0.468042648048,0.740358197771,-3.17350880211,N
-0.414343091707,-0.847569597434,0.321460576581,-2.57576740455,T
0.947170681816,0.328539010454,0.194054760004,-0.530855170507,0
1.27535225202,-1.63660490059,-0.907082516741,-0.842150166534,H
1.1330300851,-0.920498984072,-0.41147778905,-0.00125773317809,C
-0.022368446588,-0.165693213389,1.48750250694,-1.5609710846,X
-0.641428915759,0.376689595468,-0.153789313646,-0.512960526573,G
0.314357377289,-0.962541936748,-0.541512534494,-1.1561648896,Y
-0.241961771733,-0.629315403013,-2.21260233427,-0.374105157708,G
-0.210084441042,0.708076753126,1.54565512016,-1.58704505966,G
-0.194803690607,-0.215578248302,0.691829450352,-0.0992752966404,Z
0.555034364088,-0.628948162163,-0.550886205331,-1.30358538455,Z
0.818458302751,-0.0774239427346,-1.53559692163,-0.727323013995,I
-0.157668660717,0.0105765369843,-0.473290818785,-0.114977254557,J
-0.158497066494,1.34901324395,-0.475157789661,-1.0330587238,0
-2.57692549898,0.338165036668,0.519442976393,-2.30330714219,I
-0.842865347335,1.0821650933,-0.646397860835,-1.13500686925,U
0.649517559904,-1.17781051518,-0.954277458301,-0.339043658202,G
0.268893320742,-1.48484562253,-1.63763986608,-2.3255800776,I
-1.04544077775,0.797202720191,-0.350622812646,-1.15411164074,B
0.419680914033,-1.20255497117,0.374432783263,-0.556201528434,F
-0.268733296954,0.145778431561,1.14838487859,-0.0558591686879,G
1.17460855008,0.611714412276,0.515178519961,-0.185847595552,M
-2.40501866212,-0.160283329726,2.32208248639,-0.944042520795,I
0.423191686836,0.0957867735118,-0.887767669303,-0.741621278186,W
1.2934718078,1.14453036376,-1.4812669881,-0.441601572264,E
-1.0622089135,1.19226182583,-0.77544757706,-1.22501175108,G
-0.372656417204,-0.485827702989,0.534654941088,-1.21224456369,A
-0.020036253405,-1.33303514247,2.18945039442,-0.24919015118,1
1.32185817098,1.00887344786,0.254607528649,-1.34209930073,E
0.440871905275,1.12257403393,-0.755518791048,-0.716928210258,I
-0.361315167468,1.01065213956,2.55387890981,-0.0895751091802,H
-0.994547758775,-0.457568170876,2.21848280827,-1.2782514738,S
0.132032388144,-1.3051371475,-0.536163371291,-1.28005533132,T
-0.0954282988118,0.428386420293,-0.405097533928,-1.39724911033,S
-1.17327031236,0.159077812036,1.9276511382,-0.210691347031,D
1.04396635963,-0.104110599839,-0.249275629159,-0.0207793012098,I
-1.17591092941,2.15198696697,-0.0809277136982,-0.431623621004,N
-0.261109738898,-0.516069628221,1.13538791735,-0.761319800575,V
0.703423839947,0.449614099105,-1.593578247,-1.15539989748,V
1.11645041825,-0.274068941169,-0.0297477874901,-0.433413276523,V
-0.443397941574,0.676989997986,0.638588633657,-0.873794918749,P
1.37620985675,1.14804621775,-1.19493291425,-0.0246510549904,G
0.00630699376911,-1.33134152729,0.0649616494499,-0.572398251742,A
0.681178436604,0.283488752572,-0.20125716997,-0.837272455076,Y
-3.72686372556,2.15263217662,0.986711235344,-1.27395629167,E
1.23296534957,-0.872075211571,1.12573394106,-1.26969198429,1
0.0126033461146,-0.559557999613,1.17009301533,-0.755084321136,D
0.167651456358,-0.126483159859,-0.2159230909,-0.551816953755,9
1.15891064075,1.19204131316,-0.474725241124,-1.1885329973,X
-0.359609404441,-0.742869703536,-1.43423198616,-0.412530336918,I
0.527893710782,0.0840680255476,2.36852964741,-0.00302369910935,B
0.388307345228,0.969655421373,-0.16239111452,-0.256349189716,J
0.0820128039793,-0.523347238177,-0.29892608064,-2.25924648718,F
-1.40152899868,0.293567238208,0.915068680577,-0.697823682964,1
1.58845583063,-0.269371964148,-0.298398891617,-0.0173215631696,S
0.367102716772,-0.208086567685,-0.251701415964,-0.522192758844,G
1.55252757473,-1.33235367105,-0.227917886077,-0.817040668057,I
-1.40555861862,-0.701879470135,1.7938014939,-0.370494730707,U
-0.290145817461,0.466116593833,1.01992419248,-0.0913182440873,Y
-1.57701158808,-2.11928449832,1.8056211286,-0.283501178844,S
0.268348057071,-0.373019728317,0.433140418073,-0.868285773218,L
-1.76732355314,0.564682563134,-0.274611661673,-0.174666490025,R
-0.109962464506,-0.92011662808,1.82319172674,-1.42793478629,5
1.18991277757,-0.453600708269,1.20712924318,-0.241784995613,T
-0.835033146253,0.186814148387,0.0994207791387,-0.540764053646,7
-0.169421148516,1.09333515534,-0.0476520705247,-0.0857051252725,L
1.49739986205,-0.819334159838,0.0173922939101,-0.0373138831218,E
-0.317808432798,1.23565305224,0.129119462254,-0.750614454962,L
0.749856964401,-1.46987067396,2.67443377359,-0.835017756629,L
-0.631610955098,-0.828862135897,-0.120593931393,-1.00073677846,6
-0.722216454,-0.507615853758,0.252700306067,-0.196934531941,R
-2.088979558,-1.03384018998,-0.175709666863,-0.0449589141002,H
-0.853371415484,-1.05039203696,-1.63655218727,-0.531499124856,X
-0.54299503992,0.391323100562,-0.623618972537,-0.638090845749,E
1.03698614841,0.499677025358,1.1483637071,-0.467138973178,X
0.76271339487,-0.337945754488,-0.2394130161,-0.662794634356,R
0.749977252066,0.712538194104,1.00191689839,-0.996523167443,X
0.171084490966,-0.255490209155,0.10204825688,-0.316482514731,P
1.93252529985,0.246312840195,-0.141026811591,-0.530162228416,P
1.45092529268,-0.757698387582,-0.0953520457199,-0.783242478344,S
1.61492737297,-1.21321204424,-0.481253085157,-0.417013545521,Y
